"companyId","companyCn","website","contactStatus","contactSource","industry","industryTags","stage","priority","owner","contactName","contactPhone","contactEmail","intendedArea","intentionType","lastContact","nextFollowUp","notes","contractStatus","contractNumber","contractAmount","depositAmount","depositPaidDate","applicationStatus","balanceAmount","balanceDueDate","paymentStatus","contractNotes","profileExtra","updatedAt"
"30","广州亚能能源科技有限公司","https://www.anern.com","2026展商资料已整理，待最终人工抽检","企业官网/官方资料 + The smarter E Europe 2026展商目录（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 13560490839","anern12@anern.com","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""广州市"",""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangzhou-anern-energy-technology-co-ltd""}}","2026-07-15T10:43:40.447Z"
"31","广州睿耐拓能源科技有限公司","https://www.renepoly.com","2026展商资料已整理，待最终人工抽检","企业官网/官方资料 + The smarter E Europe 2026展商目录（2026-07-15核验）","新能源与储能","[]","未联系","中","","Olivia","+86(20)31800796","info@renepoly.com","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""广州市"",""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.renepoly.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B1.151"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:11.890Z"
"32","广州锐速智能科技股份有限公司","https://www.gzruisu.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/guangzhou-ruisu-intelligent-technology-co-ltd","新能源与储能","[]","未联系","中","","","","ruisu@gzruisu.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangzhou-ruisu-intelligent-technology-co-ltd""}}","2026-07-15T10:44:11.391Z"
"33","惠州市汉泰科传动系统有限公司","https://h-antech.com.tw","2026展商资料已整理，待最终人工抽检","企业官网/认证文件 + The smarter E Europe 2026展商目录（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 0752-3865111","winnie@h-antech.tw","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""惠州市"",""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://h-antech.com.tw""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B1.370"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":26}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:15.873Z"
"34","","https://www.sinotek.net","联系方式已整理，中文工商主体待人工确认","企业官网/认证文件 + The smarter E Europe 2026展商目录（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+8613510391086","marketing@sinotek.net","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""惠州市"",""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/huizhou-sinotek-technology-coltd""}}","2026-07-15T10:43:45.152Z"
"35","广东华坤新能源股份有限公司","https://www.g-techbattery.com/","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","86-755-86701536","sales@g-techpower.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.g-techbattery.com/""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B1.370"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23},{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B0.340"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":52}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:38.592Z"
"36","广东明阳电气股份有限公司","https://www.mingyang-electric.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/guangdong-mingyang-electric-co-ltd","新能源与储能","[]","已联系","高","何维","","+86 0760-28138198","SalesMYE@mingyang-electric.com","75","","","","A4馆75平米可以赞助","未签订","","","","","已提交","","","未收款","已发送定金合同，待回签","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-mingyang-electric-co-ltd""}}","2026-07-15T10:44:01.755Z"
"37","","https://sunbanges.com","联系方式已整理，中文工商主体待人工确认","The smarter E Europe 2026官方展商目录 + 企业官网（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+8675523779109","sales@sunbanges.com","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""惠州市"",""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-sunbang-technology-co-ltd""}}","2026-07-15T10:43:35.559Z"
"38","广东雅达电子股份有限公司","https://www.yada-electronics.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/guangdong-yada-electronics-co-ltd","新能源与储能","[]","已联系","高","张海燕","","+86-762-3496222","info@yada-electronics.com","18","","","2026-07-17","跟深圳客户一起联和参展，想咨询怎么才能拿到最好的价格方案，已完成沟通","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-yada-electronics-co-ltd""}}","2026-07-15T10:44:01.704Z"
"39","","https://helzenergy.net","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/guangdong-zhongke-hengyi-energy-technology-co-ltd","新能源与储能","[]","未联系","中","","","(86) 191-2067-3683","sales@helzenergy.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-zhongke-hengyi-energy-technology-co-ltd""}}","2026-07-15T10:43:35.574Z"
"40","广州菲利斯太阳能科技有限公司","https://www.felicitysolar.com/","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86-20-36719118","rebecca@felicitysolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.felicitysolar.com/""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.190"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":22},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""C3.140"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":29}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:54.297Z"
"41","广州三晶电气股份有限公司","https://www.saj-electric.com/","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+49 01622748733","sales@saj-electric.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.saj-electric.com/""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""B3.534"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23},{""year"":""2023"",""event"":""The smarter E Europe"",""exhibition"":""ees Europe"",""booth"":""B2.330"",""sourceFile"":""2023The smarter E Europe2023德国展商列表(含页码）.pdf"",""sourcePage"":29}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:48.563Z"
"42","惠州市万物互联科技有限公司","https://www.olinkevse.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+867522375002","allen.huang@olinkevse.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.olinkevse.com""},""historicalExhibitionEvidence"":[{""year"":""2024"",""event"":""The smarter E Europe"",""exhibition"":""Power2Drive Europe"",""booth"":""C6.250"",""sourceFile"":""2024The smarter E Europe exhibitor list 6.27(2024含页码)(1).pdf"",""sourcePage"":61}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:01:01.493Z"
"43","惠州市沃瑞科技有限公司","https://en.voir-tech.com.cn/","2026展商资料已整理，待最终人工抽检","企业官网/认证文件 + The smarter E Europe 2026展商目录（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 18575268892","s7@voir-tech.com.cn","","","","","","未签订","","","","","未提交","","","未收款","","{""registeredCity"":""惠州市"",""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/huizhou-voir-science-technology-co-ltd""}}","2026-07-15T10:43:45.315Z"
"44","","https://www.anchengne.com/","联系方式已整理，中文工商主体待人工确认","https://www.thesmartere.de/exhibitorlist/shenzhen-ancheng-new-energy-co-ltd","新能源与储能","[]","未联系","中","","","+860755-892100","ac@anchengne.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.85,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/shenzhen-ancheng-new-energy-co-ltd""}}","2026-07-15T10:44:54.092Z"
"45","广东绿达新能源有限公司","https://www.lvtopsun.com","2026展商资料已整理，待最终人工抽检","https://www.thesmartere.de/exhibitorlist/guangdong-lvtopsun-new-energy-coltd","新能源与储能","[]","未联系","中","","","","ben@lvtopsun.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-lvtopsun-new-energy-coltd""}}","2026-07-15T10:44:01.801Z"
"46","广东明阳薄膜科技有限公司","https://www.mytfsolar.com","2026展商资料已整理，待最终人工抽检","企业官网/可信公开资料（2026-07-15整理）","新能源与储能","[]","未联系","中","","","+86 076028112299","sales@mytfsolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.9,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""企业官网/公开资料+历年PDF"",""sourceUrl"":""https://www.mytfsolar.com""},""historicalExhibitionEvidence"":[{""year"":""2025"",""event"":""The smarter E Europe"",""exhibition"":""Intersolar Europe"",""booth"":""A2.518"",""sourceFile"":""2025The smarter E Europe展商列表0626（2025含页码）(1).pdf"",""sourcePage"":23}],""dataQuality"":{""ocrInvalid"":false,""deduplicatedAt"":""2026-07-15""}}","2026-07-15T11:00:42.956Z"
"47","","https://www.tuestrongpower.com","中文主体及联系方式待补充","https://www.thesmartere.de/exhibitorlist/guangdong-tuqiang-electronic-technology-co-ltd","新能源与储能","[]","未联系","中","","","","","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工补充"",""confidence"":0.55,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-tuqiang-electronic-technology-co-ltd""}}","2026-07-15T10:43:36.053Z"
"48","广东尧圣太阳能科技有限公司","https://www.gdyssolar.com","2026展商资料已整理，待最终人工抽检","企业中文官网及英文官网 Contact 页面（2026-07-15核验）","新能源与储能","[]","未联系","中","","","+86 186 0753 4601","market@gdyssolar.com","","","","","","未签订","","","","","未提交","","","未收款","","{""aiEnrichment"":{""reviewStatus"":""待人工抽检"",""confidence"":0.95,""lastVerifiedAt"":""2026-07-15"",""sourceType"":""The smarter E Europe官方目录+企业官网"",""sourceUrl"":""https://www.thesmartere.de/exhibitorlist/guangdong-yaosheng-solar-technology-co-ltd""}}","2026-07-15T10:43:34.630Z"
